,title,title from pdf,title from xml,pdf file,xml file
148,Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930,"Dramen als small worlds?Netzwerkdaten zurGeschichte und Typologiedeutschsprachiger Dramen1730-1930,t", Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930 ,conferences/DHd2016/pdf_einzeln/vortraege-060.pdf,conferences/DHd2016/xml/vortraege-060.xml
149,Ein Mehrebenen-Tagging-Modell für die Annotation altäthiopischer Texte,"Ein Mehrebenen-Tagging-Modell für die Annotationaltäthiopischer Texte,cristina.vertan@uni-hamburg.de",Ein Mehrebenen-Tagging-Modell für die Annotation altäthiopischer Texte,conferences/DHd2016/pdf_einzeln/vortraege-061.pdf,conferences/DHd2016/xml/vortraege-061.xml
150,Emosaic – Visualisierung von Emotionen in Texten durch Farbumwandlung zur Analyse und Exploration,"Emosaic – Visualisierungvon Emotionen in Textendurch Farbumwandlung zurAnalyse und Exploration,marti",Emosaic – Visualisierung von Emotionen in Texten durch Farbumwandlung zur Analyse und Exploration,conferences/DHd2016/pdf_einzeln/vortraege-062.pdf,conferences/DHd2016/xml/vortraege-062.xml
151,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential","Komponisten-Datenbanken / -Portale:Entwicklungsmöglich-keiten, Austauschformateund Vernetzungspotent","Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential",conferences/DHd2016/pdf_einzeln/workshops-001.pdf,conferences/DHd2016/xml/workshops-001.xml
152,Wissenschaftliches Bloggen bei de.hypotheses.org,"Wissenschaftliches Bloggenbei de.hypotheses.org,mkoenig@dhi-paris.frDeutsches Historisches Institut ",Wissenschaftliches Bloggen bei de.hypotheses.org,conferences/DHd2016/pdf_einzeln/workshops-002.pdf,conferences/DHd2016/xml/workshops-002.xml
153,nodegoat Workshop: Einführung in die Nutzung einer multifunktionalen webbasierten Datenbankapplikation für Geisteswissenschaftler,nodegoat Workshop:Einführung in die Nutzungeiner multifunktionalenwebbasiertenDatenbankapplikation f,nodegoat Workshop: Einführung in die Nutzung einer multifunktionalen webbasierten Datenbankapplikation für Geisteswissenschaftler,conferences/DHd2016/pdf_einzeln/workshops-003.pdf,conferences/DHd2016/xml/workshops-003.xml
154,Entwicklung und Nutzung interdisziplinärer Repositorien für historische textbasierte Korpora,"Entwicklung undNutzung interdisziplinärerRepositorien für historischetextbasierte Korpora,carolin.od",Entwicklung und Nutzung interdisziplinärer Repositorien für historische textbasierte Korpora ,conferences/DHd2016/pdf_einzeln/workshops-004.pdf,conferences/DHd2016/xml/workshops-004.xml
155,CATMA - Eine Plattform zum kollaborativen und automatisierten Annotieren und Analysieren von Texten,"CATMA - Eine Plattformzum kollaborativen undautomatisierten Annotierenund Analysieren von Texten,tho",CATMA - Eine Plattform zum kollaborativen und automatisierten Annotieren und Analysieren von Texten,conferences/DHd2016/pdf_einzeln/workshops-005.pdf,conferences/DHd2016/xml/workshops-005.xml
156,Crossmediales Publizieren mit TUSTEP – ein Workshop der International TUSTEP User Group,"Crossmediales Publizierenmit TUSTEP – einWorkshop der InternationalTUSTEP User Group,recker@uni-trie",Crossmediales Publizieren mit TUSTEP – ein Workshop der International TUSTEP User Group,conferences/DHd2016/pdf_einzeln/workshops-006.pdf,conferences/DHd2016/xml/workshops-006.xml
157,Visualisierungs-methoden und -instrumente für historische Quellenkorpora,"Visualisierungs-methodenund -instrumente fürhistorische Quellenkorpora,Torsten.Schrade@adwmainz.deAk",Visualisierungs-methoden und -instrumente für historische Quellenkorpora,conferences/DHd2016/pdf_einzeln/workshops-007.pdf,conferences/DHd2016/xml/workshops-007.xml
158,Es geht auch ohne Formeln – der Einsatz von TeX in den Digital Humanities am Beispiel kritischer Editionen,Es geht auch ohne Formeln– der Einsatz von TeX inden Digital Humanities amBeispiel kritischer Editio,Es geht auch ohne Formeln – der Einsatz von TeX in den Digital Humanities am Beispiel kritischer Editionen,conferences/DHd2016/pdf_einzeln/workshops-008.pdf,conferences/DHd2016/xml/workshops-008.xml
159,TextGrid und DARIAH-DE: Forschungsumgebung und Infrastruktur für die Geisteswissenschaften,"TextGrid und DARIAH-DE: Forschungsumgebungund Infrastruktur für dieGeisteswissenschaften,vanscheidt@",TextGrid und DARIAH-DE: Forschungsumgebung und Infrastruktur für die Geisteswissenschaften,conferences/DHd2016/pdf_einzeln/workshops-009.pdf,conferences/DHd2016/xml/workshops-009.xml
